# CATH_ID	S35_REPS	DOMAINS	NAME
2.60.40.4210	1	1	
2.60.40.4220	1	4	
2.60.40.4230	1	12	Resistin head domain
2.60.40.4240	1	1	Transcription activator, Churchill
2.60.40.4250	1	1	
2.60.40.4260	1	4	
2.60.40.4270	1	4	Listeria-Bacteroides repeat domain
2.60.40.4280	1	2	
2.60.40.4290	2	7	
2.60.40.4300	4	9	
2.60.40.4310	1	8	Alphavirus E2 glycoprotein, domain B
2.60.40.4320	1	2	
2.60.40.4330	2	4	Kinesin-like protein Kif23, Arf6-interacting domain
2.60.40.4340	1	2	
2.60.40.4350	1	4	
2.60.40.4360	1	1	
2.60.40.4370	1	1	
2.60.40.4380	2	6	Translational regulator CsrA
2.60.40.4390	1	1	
2.60.40.4400	1	3	
2.60.60.20	7	110	PLAT/LH2 domain
2.60.60.30	2	6	sav2460 like domains
2.60.60.40	1	4	
2.60.60.50	1	2	
2.60.60.60	1	13	
2.60.90.10	5	198	Adenovirus pIV-related, attachment domain
2.60.90.20	2	46	Virus attachment protein , globular domain
2.60.90.30	2	15	Fiber protein 1, C-terminal domain
2.60.90.40	1	7	
2.60.90.50	1	5	
2.60.98.10	4	120	Tick-borne Encephalitis virus Glycoprotein, domain 1
2.60.98.20	1	2	Flagellar hook protein FlgE
2.60.98.30	1	12	Rubella membrane glycoprotein E1, domain 1
2.60.98.40	1	2	
2.60.98.50	1	4	
2.60.98.60	1	3	Cell-cell fusogen EFF/AFF, domain 1
2.60.110.10	3	156	Thaumatin
2.60.120.10	190	1786	Jelly Rolls
2.60.120.20	64	1786	
2.60.120.40	24	566	
2.60.120.170	4	76	
2.60.120.180	13	295	
2.60.120.200	112	2538	
2.60.120.220	3	86	Satellite virus coat domain
2.60.120.230	4	52	
2.60.120.240	1	43	Protective antigen, heptamerisation domain
2.60.120.260	144	1427	Galactose-binding domain-like
2.60.120.280	1	10	Regulatory protein AraC
2.60.120.290	8	73	Spermadhesin, CUB domain
2.60.120.310	1	31	Copper type II, ascorbate-dependent monooxygenase, N-terminal domain
2.60.120.320	3	10	Thiamin pyrophosphokinase, thiamin-binding domain
2.60.120.330	11	121	B-lactam Antibiotic, Isopenicillin N Synthase; Chain
2.60.120.340	4	90	Nucleoplasmin core domain
2.60.120.370	1	8	YhcH/YjgK/YiaL
2.60.120.380	11	50	
2.60.120.390	1	7	Olfactory marker
2.60.120.400	2	204	Calcium-mediated lectin
2.60.120.420	2	23	Membrane penetration protein mu1, Chain B, domain 4
2.60.120.430	11	228	Galactose-binding lectin
2.60.120.460	3	22	YjbQ-like
2.60.120.470	1	2	PITH domain
2.60.120.480	1	8	Ureidoglycolate hydrolase
2.60.120.510	1	4	Mitogen Ypm
2.60.120.520	1	8	pectin degrading enzyme 5-keto 4- deoxyuronate isomerase, domain 1
2.60.120.530	1	6	Cucumovirus coat protein, subunit A
2.60.120.550	1	26	Penton protein; domain 1
2.60.120.560	19	158	Exo-inulinase; domain 1
2.60.120.570	2	23	Particulate methane monooxygenase, b subunit. Chain: A, domain 1
2.60.120.580	1	4	Acetamidase/Formamidase-like domains
2.60.120.590	6	102	Alpha-ketoglutarate-dependent dioxygenase AlkB-like
2.60.120.600	1	6	Domain of unknown function DUF1214, C-terminal domain
2.60.120.610	1	8	arabinofuranosyltransferase like domain
2.60.120.620	25	213	q2cbj1_9rhob like domain
2.60.120.630	1	1	mth639 domain like
2.60.120.640	1	4	gp9 
2.60.120.650	14	714	Cupin
2.60.120.660	2	47	icosahedral virus
2.60.120.670	1	6	Minor capsid protein.
2.60.120.680	2	10	GOLD domain
2.60.120.690	2	15	Proprotein convertase subtilisin/kexin type 9
2.60.120.700	1	8	Peptidase G1
2.60.120.710	1	2	Toxoplasma gondii micronemal protein 1 TgMIC1
2.60.120.720	1	3	
2.60.120.730	2	12	
2.60.120.740	2	25	
2.60.120.750	1	2	Protein of unknown function DUF3845
2.60.120.760	1	3	
2.60.120.770	1	2	
2.60.120.780	2	6	PINIT domain
2.60.120.790	1	2	
2.60.120.800	1	27	Rotavirus outer-layer protein VP7, domain 2
2.60.120.810	1	4	
2.60.120.820	3	5	PHR domain
2.60.120.830	1	3	
2.60.120.860	2	9	
2.60.120.870	1	2	
2.60.120.880	2	8	
2.60.120.890	1	6	BT2081, beta-jelly-roll domain
2.60.120.920	15	93	
2.60.120.940	1	1	EmbC, C-terminal domain, subdomain 2
2.60.120.950	2	82	Circovirus capsid protein
2.60.120.960	1	5	Spike glycoprotein, N-terminal domain
2.60.120.970	1	13	
2.60.120.980	1	7	
2.60.120.990	1	3	
2.60.120.1000	2	19	
2.60.120.1010	2	10	
2.60.120.1020	1	4	Peptide N glycanase, PAW domain
2.60.120.1030	2	16	Clp1, DNA binding domain
2.60.120.1040	2	2	ZPR1, A/B domain
2.60.120.1050	1	61	
2.60.120.1060	2	16	NPCBM/NEW2 domain
2.60.120.1070	1	7	
2.60.120.1080	1	8	
2.60.120.1090	1	19	
2.60.120.1100	1	1	
2.60.120.1110	1	7	
2.60.120.1120	1	9	Sf6-type phage tail needle knob
2.60.120.1130	1	2	
2.60.120.1140	2	4	Protein of unknown function DUF192
2.60.120.1150	1	1	
2.60.120.1160	1	12	
2.60.120.1170	1	3	
2.60.120.1180	1	11	
2.60.120.1190	1	1	
2.60.120.1200	1	6	
2.60.120.1210	1	11	
2.60.120.1220	2	9	
2.60.120.1230	1	1	
2.60.120.1240	1	6	
2.60.120.1250	1	2	Peptidase M60, enhancin-like domain 1
2.60.120.1260	1	2	
2.60.120.1270	1	2	
2.60.120.1290	1	2	
2.60.120.1300	1	1	
2.60.120.1310	1	20	
2.60.120.1320	1	20	
2.60.120.1330	1	20	
2.60.120.1340	1	18	
2.60.120.1350	2	2	Protein of unknown function DUF4465
2.60.120.1360	1	8	
2.60.120.1370	1	2	
2.60.120.1380	1	2	C-terminal carbohydrate-binding module
2.60.120.1390	2	4	
2.60.120.1400	1	11	Viral head domain of polysaccharide receptor-binding protein-like
2.60.120.1420	1	4	
2.60.120.1430	1	4	
2.60.120.1440	1	3	
2.60.120.1450	1	4	
2.60.120.1520	1	5	
2.60.120.1540	4	42	
2.60.120.1560	3	45	
2.60.120.1570	2	13	Peptide-N-glycosidase F, N-terminal domain
2.60.120.1600	1	3	
2.60.120.1620	1	4	
2.60.120.1670	1	4	
2.60.120.1680	2	38	
2.60.120.1690	1	9	
2.60.130.10	7	444	Aromatic compound dioxygenase
2.60.169.10	1	6	Microviridae F protein
2.60.175.10	4	409	Capsid protein VP1,Polyomavirus
2.60.175.20	1	141	Major capsid L1 (late) superfamily, Papillomavirus
2.60.200.10	7	69	
2.60.200.20	34	157	
2.60.200.30	6	96	Probable inorganic polyphosphate/atp-NAD kinase; domain 2
2.60.200.40	5	50	
2.60.200.50	1	2	
2.60.200.60	2	6	
2.60.200.70	1	4	
2.60.210.10	7	173	Apoptosis, Tumor Necrosis Factor Receptor Associated Protein 2; Chain A
2.60.220.10	10	66	Polysaccharide lyase family 8-like, C-terminal
2.60.220.20	1	25	putative beta-Galactosidase from caulobacter crescentus 
2.60.220.30	3	24	
2.60.220.50	2	3	
2.60.240.10	2	7	Major secreted virus protein
2.60.240.20	1	3	
2.60.240.30	1	4	
2.60.250.10	1	10	Baculovirus p35
2.60.260.20	12	91	Urease metallochaperone UreE, N-terminal domain
2.60.260.40	3	4	q5lls5 like domains
2.60.260.50	1	2	Flavivirus polyprotein propeptide domain
2.60.270.20	2	125	Cytolysin/lectin
2.60.270.30	1	9	Vibrio parahaemolyticus thermostable direct hemolysin
2.60.270.50	2	19	
2.60.270.60	1	6	
2.60.270.70	2	8	
2.60.290.11	3	25	TM1070-like
2.60.290.20	1	2	Protein of unknown function (DUF4621), C-terminal domain
2.60.300.12	6	17	HesB-like domain
2.60.310.10	2	7	Haemocyanin C-terminal domain
2.60.310.20	1	6	
2.60.320.10	4	17	N-utilization substance G protein NusG, insert domain
2.60.320.20	1	2	Pestivirus envelope glycoprotein E2, domain A
2.60.320.30	1	6	
2.60.320.40	1	1	
2.60.330.10	1	1	receptor-binding protein prd1-p2, domain 2
2.60.340.10	1	14	baseplate structural protein gp8, domain 1
2.60.350.10	1	12	Dextranase, N-terminal
2.60.370.10	1	2	Ctag/Cox11
2.60.390.10	2	13	Beta-galactosidase, domain 3
2.60.410.10	2	32	D-Ala-D-Ala carboxypeptidase, C-terminal domain
2.60.420.10	7	51	Maltose phosphorylase, domain 3
2.60.430.10	1	1	YopX-like domain
2.60.440.10	1	8	YacF-like domains
2.60.450.10	3	14	Lipopolysaccharide (LPS) transport protein A like domain
2.60.450.20	2	11	
2.60.460.10	1	2	protein yfey like domain
2.60.470.10	1	35	Acid-sensing ion channels like domains
2.60.480.10	1	8	eubacterium ventriosum atcc domain
2.60.490.10	1	34	atp-gated p2x4 ion channel domain
2.60.500.10	1	2	Surface Active Protein domain
2.60.510.10	1	8	EV matrix protein 
2.60.510.20	2	8	
2.60.520.10	2	41	Phage fibre proteins
2.60.530.10	2	6	Major cell-surface adhesin PAc
2.70.9.10	2	31	Adenovirus Type 2 Hexon, domain 4
2.70.9.20	1	12	Major capsid protein Vp54
2.70.9.30	1	9	Viral coat protein p3
2.70.10.10	3	13	Thrombin Inhibitor (Hirudin), subunit I
2.70.20.10	5	41	Topoisomerase I, domain 3
2.70.20.20	2	16	Matrix protein VP40, N-terminal domain
2.70.20.30	1	8	HRSV-S2 matrix protein, N-terminal domain
2.70.20.40	1	13	Borna disease virus, matrix protein
2.70.20.50	1	6	Viral matrix protein, N-terminal domain
2.70.20.60	1	6	Viral matrix protein, C-terminal domain
2.70.40.10	21	437	
2.70.40.20	1	1	Baculovirus telokin-like protein 20
2.70.50.30	3	50	Coagulation Factor XIII, subunit A, domain 1
2.70.50.40	2	55	GMP phosphodiesterase, delta subunit
2.70.50.50	6	57	chitin-binding protein cbp21
2.70.50.60	2	7	abc- transporter (atp binding component) like domain
2.70.50.70	7	80	
2.70.50.80	1	54	
2.70.70.10	13	72	Glucose Permease (Domain IIA)
2.70.98.10	33	530	
2.70.98.20	6	324	Copper amine oxidase, catalytic domain
2.70.98.30	4	73	Golgi alpha-mannosidase II; domain 4
2.70.98.40	4	48	Glycoside hydrolase, family 65, N-terminal domain
2.70.98.50	3	37	putative glycoside hydrolase family protein from bacillus halodurans
2.70.98.60	2	34	alpha-galactosidase from lactobacil brevis
2.70.98.70	5	25	
2.70.98.90	1	6	
2.70.98.100	1	2	Baculovirus E66 occlusion-derived virus envelope protein, domain 2
2.70.98.110	1	1	Glycosyl hydrolase family 63, N-terminal domain
2.70.100.10	2	140	Glycoside hydrolase, family 7, domain
2.70.130.10	11	69	Mannose-6-phosphate receptor binding domain
2.70.150.10	6	140	Calcium-transporting ATPase, cytoplasmic transduction domain A
2.70.160.11	12	315	Hnrnp arginine n-methyltransferase1
2.70.170.10	10	1905	Neurotransmitter-gated ion-channel ligand-binding domain
2.70.180.10	1	1	Hypothetical protein YojF
2.70.180.20	1	2	
2.70.210.12	1	4	GTP1/OBG domain
2.70.220.10	1	19	Ganglioside GM2 activator
2.70.230.10	4	18	
2.70.240.10	6	183	Leukocidin/porin MspA
2.70.240.20	1	1	Leukocidin/Hemolysin toxin, cytolysin domain
2.70.250.10	1	2	receptor-binding protein prd1-p2, domain 3
2.80.10.50	95	1527	
2.80.10.70	1	17	Spindlin/Ssty
2.80.20.10	1	13	Tail fiber receptor-binding protein
2.90.10.10	9	140	Bulb-type lectin domain
2.90.10.30	1	6	
2.90.20.10	1	13	Plasmodium vivax P25 domain
2.100.10.10	6	27	Pesticidal crystal protein, central domain
2.100.10.20	1	2	Vitelline membrane outer layer protein I (VOMI)
2.100.10.30	11	327	Jacalin-like lectin domain
2.100.10.40	1	1	
2.100.10.50	2	2	
2.102.10.10	20	409	Rieske [2Fe-2S] iron-sulphur domain
2.102.20.10	1	13	Beta-galactosidase, domain 2
2.102.30.10	1	35	tm1086 (SG structure) domain
2.105.10.10	1	1	Pseudo beta propeller
2.110.10.10	6	57	Hemopexin-like domain
2.115.10.10	1	2	Tachylectin 2
2.115.10.20	35	477	Glycosyl hydrolase domain; family 43
2.120.10.10	22	745	
2.120.10.30	28	236	TolB, C-terminal domain
2.120.10.60	1	24	Tricorn protease N-terminal domain
2.120.10.70	3	57	Fucose-specific lectin
2.120.10.80	5	95	Kelch-type beta propeller
2.120.10.90	4	12	DNA gyrase/topoisomerase IV, subunit A, C-terminal
2.120.10.100	1	8	Apyrase
2.130.10.10	118	1316	YVTN repeat-like/Quinoprotein amine dehydrogenase 
2.130.10.30	6	64	Regulator of chromosome condensation 1/beta-lactamase-inhibitor protein II
2.130.10.80	1	15	Galactose oxidase/kelch, beta-propeller
2.130.10.110	1	26	Clathrin heavy-chain terminal domain
2.130.10.120	5	80	Prolyl oligopeptidase, N-terminal domain 
2.130.10.130	3	106	Integrin alpha, N-terminal
2.130.10.150	1	34	Peptidase/esterase 'gauge' domain
2.140.10.10	3	55	Quinoprotein alcohol dehydrogenase-like superfamily
2.140.10.20	1	44	C-terminal (heme d1) domain of cytochrome cd1-nitrite reductase
2.140.10.30	5	329	Dipeptidylpeptidase IV, N-terminal domain
2.150.10.10	8	47	Serralysin-like metalloprotease, C-terminal
2.150.10.20	1	2	
2.160.10.10	37	664	Hexapeptide repeat proteins
2.160.10.20	3	17	Insect antifreeze protein
2.160.10.30	1	6	
2.160.20.10	42	288	Single-stranded right-handed beta-helix, Pectin lyase-like
2.160.20.20	7	39	
2.160.20.50	1	3	Insect antifreeze protein
2.160.20.60	1	9	Glutamate synthase, alpha subunit, C-terminal domain
2.160.20.70	6	23	
2.160.20.80	11	65	E3 ubiquitin-protein ligase SopA 
2.160.20.110	1	1	
2.160.20.120	3	29	
2.160.20.130	1	15	
2.160.20.160	1	4	
2.160.20.180	1	2	
2.160.30.10	1	1	heat- and protease-stable fragment of the bacteriophage t4 short fibre, domain 2
2.170.8.10	2	126	Phosphoenolpyruvate Carboxykinase, domain 2
2.170.9.10	1	19	Adenovirus Type 2 Hexon, domain 1
2.170.11.10	2	17	DNA Topoisomerase I, domain 2
2.170.14.10	1	11	Phage P22 tailspike-like, N-terminal domain
2.170.15.10	4	26	Proaerolysin, chain A, domain 3
2.170.15.20	3	70	
2.170.16.10	16	63	Hedgehog/Intein (Hint) domain
2.170.30.10	4	171	Parvovirus coat protein VP1/VP2
2.170.40.20	4	195	Human immunodeficiency virus 1, Gp160, envelope glycoprotein
2.170.120.12	5	500	DNA-directed RNA polymerase, insert domain
2.170.120.20	2	189	Ribosomal protein L25, beta domain
2.170.120.30	4	7	
2.170.120.40	1	1	YbbR-like domain
2.170.130.10	11	81	TonB-dependent receptor, plug domain
2.170.130.20	1	1	LCCL-like domain
2.170.130.30	3	26	
2.170.140.10	1	1	Chitin binding domain
2.170.150.10	4	25	Metal Binding Protein, Guanine Nucleotide Exchange Factor; Chain A
2.170.150.20	7	117	Peptide methionine sulfoxide reductase.
2.170.150.30	3	69	RIG-I-like receptor, C-terminal regulatory domain
2.170.150.40	1	5	Domain of unknown function (DUF427)
2.170.150.60	1	1	
2.170.150.70	1	8	
2.170.150.80	1	7	NAC domain
2.170.160.10	1	39	Endo-1,4-beta-glucanase f.  Domain 2
2.170.170.11	1	16	Malate synthase G - maily-beta sub-domain
2.170.180.11	1	6	Methuselah ectodomain, domain 2
2.170.190.11	2	68	Molybdopterin biosynthesis moea protein, domain 3.
2.170.200.10	3	13	Papillomavirus E2 early protein domain
2.170.210.10	2	64	DNA double-strand break repair and VJ recombination XRCC4, N-terminal
2.170.210.20	6	44	Spindle assembly abnormal protein 6, N-terminal domain
2.170.220.10	3	123	
2.170.230.10	2	16	
2.170.240.10	1	50	Collagen IV, non-collagenous
2.170.260.10	6	77	paz domain
2.170.260.40	1	2	
2.170.260.50	1	13	
2.170.270.10	27	296	SET domain
2.170.280.10	1	3	f41 fragment of flagellin, middle domain
2.170.290.10	1	14	baseplate structural protein gp8, domain 2
2.170.300.10	4	5	Tie2 ligand-binding domain superfamily
2.180.10.10	1	3	RHS repeat-associated core
3.10.10.10	4	610	HIV Type 1 Reverse Transcriptase, subunit A, domain 1
3.10.10.20	1	8	
3.10.20.10	21	366	
3.10.20.30	48	520	
3.10.20.70	6	386	Glutamine synthetase, N-terminal domain
3.10.20.80	1	2	Translation initiation factor 3 (IF-3), N-terminal domain
3.10.20.90	171	1882	Phosphatidylinositol 3-kinase Catalytic Subunit; Chain A, domain 1
3.10.20.110	2	44	
3.10.20.120	12	258	
3.10.20.130	1	10	
3.10.20.150	1	2	
3.10.20.180	2	14	
3.10.20.230	4	20	Doublecortin domain
3.10.20.250	1	1	YML108W-like
3.10.20.260	1	28	NEDD8-activating enzyme E1, catalytic subunit
3.10.20.270	1	46	TmoB-like
3.10.20.280	1	2	RnfH-like
3.10.20.300	1	1	mk0293 like domain
3.10.20.310	19	72	membrane protein fhac
3.10.20.320	4	9	Putative peptidoglycan bound protein (lpxtg motif)
3.10.20.330	1	2	Protein of unknown function YopT
3.10.20.340	2	31	ArgJ beta chain, C-terminal domain
3.10.20.350	1	3	
3.10.20.360	1	2	CKK domain
3.10.20.370	1	3	
3.10.20.390	1	2	Chemotaxis-inhibiting protein CHIPS
3.10.20.410	3	12	
3.10.20.420	1	1	Bypass-of-forespore C, N-terminal domain
3.10.20.440	1	1	2Fe-2S iron-sulphur cluster binding domain, sarcosine oxidase, alpha subunit, N-terminal domain
3.10.20.470	1	4	
3.10.20.480	1	4	Antirestriction protein ArdA, domain 1
3.10.20.510	1	6	RNA polymerase inhibitor
3.10.20.520	1	2	Phenylacetic acid degradation B
3.10.20.530	1	1	
3.10.20.540	2	32	
3.10.20.550	1	5	ASAP complex, SAP18 subunit
3.10.20.560	1	6	Phenol hydroxylase
3.10.20.570	1	4	Protein of unknown function DUF3248
3.10.20.580	2	12	
3.10.20.590	1	18	
3.10.20.600	1	19	
3.10.20.620	3	32	
3.10.20.650	1	1	
3.10.20.690	1	3	
3.10.20.700	1	4	
3.10.20.710	1	8	SATB, ubiquitin-like oligomerisation domain
3.10.20.720	1	1	
3.10.20.730	1	1	RNAP, epsilon subunit-like
3.10.20.740	1	34	
3.10.20.750	1	2	
3.10.20.770	2	12	
3.10.20.800	1	7	
3.10.20.810	1	2	Phosphoribosyl-AMP cyclohydrolase
3.10.20.820	1	14	
3.10.20.830	1	1	Bifunctional heparan sulphate n-deacetylase/n-sulphotransferase
3.10.20.840	1	1	
3.10.20.850	1	2	Protein of unknown function DUF3861
3.10.20.860	2	7	
3.10.20.870	2	7	PFU (PLAA family ubiquitin binding), C-terminal domain
3.10.20.880	1	6	
3.10.20.890	1	22	
3.10.25.10	4	36	Formyl transferase, C-terminal domain
3.10.25.20	1	2	
3.10.28.10	25	329	Homing endonucleases
3.10.28.20	2	5	Acetamidase/Formamidase-like domains
3.10.40.10	2	40	Aerolysin/Pertussis toxin (APT), N-terminal domain
3.10.50.10	15	334	
3.10.50.20	1	8	Cloacin immunity protein
3.10.50.30	4	24	Transcription elongation factor, GreA/GreB, C-terminal domain
3.10.50.40	37	455	
3.10.50.50	1	13	Rubella virus capsid protein
3.10.50.90	1	3	
3.10.100.10	51	1018	Mannose-Binding Protein A, subunit A
3.10.105.10	25	250	Dipeptide-binding Protein; Domain 3
3.10.110.10	32	453	Ubiquitin Conjugating Enzyme
3.10.110.20	1	2	RWD domain-like
3.10.120.10	9	104	Cytochrome b5-like heme/steroid binding domain
3.10.129.10	106	1181	Hotdog Thioesterase 
3.10.129.30	1	2	Rv0098, thioesterase-like hot dog domain
3.10.129.70	1	1	
3.10.129.110	11	54	Polyketide synthase dehydratase
3.10.129.120	1	4	
3.10.129.130	4	20	
3.10.129.140	1	9	Helicobacter TNF-alpha-Inducing protein
3.10.129.150	1	2	Domain of unknown function (DUF5070)
3.10.130.10	9	632	Ribonuclease A-like domain
3.10.150.10	22	476	DNA Polymerase III, subunit A, domain 2
3.10.170.10	4	217	
3.10.170.20	1	1	
3.10.180.10	91	911	2,3-Dihydroxybiphenyl 1,2-Dioxygenase, domain 1
3.10.180.20	1	7	N-Acetylglucosaminyltransferase I, Domain 2
3.10.180.40	1	4	C3-degrading proteinase like domains
3.10.180.50	2	2	
3.10.180.80	1	4	Uncharacterised protein PF07063, DUF1338
3.10.180.90	1	4	
3.10.196.10	1	11	Vitamin B12-dependent methionine synthase, activation domain
3.10.200.10	12	1154	Alpha carbonic anhydrase
3.10.250.10	6	26	SRCR-like domain
3.10.260.10	2	5	Transcription regulator HTH, APSES-type DNA-binding domain
3.10.260.20	2	15	Ski
3.10.260.30	1	2	
3.10.260.40	1	3	BCL-6 corepressor, PCGF1 binding domain
3.10.270.10	4	218	Urate Oxidase;
3.10.280.10	3	14	Mitochondrial glycoprotein
3.10.290.10	15	430	RNA-binding S4 domain
3.10.290.20	4	16	Ubiquitin-like 2 activating enzyme e1b. Chain:  B, domain 3
3.10.290.30	1	2	MM3350-like
3.10.290.50	1	2	
3.10.290.60	1	20	Ubiquitin-activating enzyme E1, UFD domain
3.10.290.70	1	11	
3.10.300.10	1	8	Methylpurine-DNA glycosylase (MPG)
3.10.310.10	27	209	Diaminopimelate Epimerase; Chain A, domain 1
3.10.310.20	2	27	DHHA2 domain
3.10.310.30	4	23	
3.10.310.40	2	14	
3.10.310.50	5	10	
3.10.310.60	1	2	
3.10.310.70	1	3	
3.10.310.80	1	2	Domain of unknown function (DUF5037), C-terminal subdomain
3.10.310.90	1	3	
3.10.320.10	5	598	Class II Histocompatibility Antigen, M Beta Chain; Chain B, domain 1
3.10.330.10	8	151	
3.10.330.20	7	25	
3.10.330.40	1	9	
3.10.330.70	1	26	
3.10.340.11	1	13	Methenyltetrahydromethanopterin Cyclohydrolase; Chain A, domain 1
3.10.350.10	9	44	LysM domain
3.10.360.10	4	27	Antimicrobial Peptide, Beta-defensin 2; Chain A
3.10.360.40	1	1	
3.10.380.10	1	7	Colicin E3-like ribonuclease domain
3.10.380.20	1	1	Novel toxin 21 (CdiA), C-terminal domain
3.10.390.10	3	9	SAND domain-like
3.10.390.20	1	19	Viral glycoprotein L
3.10.400.10	8	49	Sulfate adenylyltransferase
3.10.400.20	1	14	
3.10.410.10	2	40	Formyltetrahydrofolate synthetase, domain 3
3.10.420.10	3	49	SecB-like
3.10.430.100	2	192	Ribosomal protein L9, C-terminal domain
3.10.430.110	1	3	
3.10.440.10	3	118	
3.10.450.10	15	169	
3.10.450.20	1	41	Bacteriophage PBS2, uracil-glycosylase inhibitor
3.10.450.30	7	352	Microbial ribonucleases
3.10.450.40	25	660	
3.10.450.50	113	1000	
3.10.450.60	4	83	
3.10.450.70	3	34	Disulphide bond isomerase, DsbC/G, N-terminal
3.10.450.80	2	118	
3.10.450.90	2	9	ArcTGT, C2 domain
3.10.450.100	1	34	NTF2-like; domain 1
3.10.450.120	3	5	Pre-PUA domain; domain 1
3.10.450.130	1	1	folded 79 residue fragment of lin0334 like domains
3.10.450.140	1	1	dsDNA mimic, putative
3.10.450.150	1	4	enterococcus faecalis protein
3.10.450.160	2	3	inner membrane protein cigr
3.10.450.170	1	1	type vi secretion system effector-immunity co pseudomonas protegens
3.10.450.190	1	3	
3.10.450.200	1	3	
3.10.450.210	1	13	
3.10.450.220	2	4	
3.10.450.230	4	53	VirB8 protein
3.10.450.240	3	5	
3.10.450.250	1	6	S. aureus uracil DNA glycosylase inhibitor
3.10.450.260	1	1	
3.10.450.270	1	5	
3.10.450.280	1	12	
3.10.450.300	2	3	YebF/Colicin-M immunity protein
3.10.450.310	1	1	
3.10.450.320	1	2	Mitochondrial import inner membrane translocase subunit Tim21
3.10.450.330	2	28	
3.10.450.350	5	9	
3.10.450.360	4	15	
3.10.450.380	1	2	
3.10.450.390	1	1	Protein of unknown function DUF3889
3.10.450.400	1	1	Uncharacterised protein PF15513, DUF4651
3.10.450.410	1	6	
3.10.450.420	1	1	
3.10.450.430	1	3	Protein of unknown function DUF2787 
3.10.450.450	1	4	
3.10.450.460	2	31	EspG protein, N-terminal domain
3.10.450.490	1	2	
3.10.450.520	1	1	
3.10.450.530	1	1	Ribonuclease toxin, BrnT, of type II toxin-antitoxin system
3.10.450.540	3	18	
3.10.450.560	1	2	
3.10.450.570	1	2	Domain of unknown function (DUF5037), N-terminal subdomain
3.10.450.580	1	2	Mediator complex, subunit Med6 
3.10.450.590	1	3	
3.10.450.610	1	2	
3.10.450.620	1	3	JHP933, nucleotidyltransferase-like core domain
3.10.450.630	1	2	
3.10.450.690	1	6	
3.10.450.700	3	12	
3.10.450.710	1	4	Tgt2/MlaC
3.10.450.720	1	4	
3.10.450.730	1	7	BLIP domain
3.10.450.740	3	8	
3.10.450.750	1	2	
3.10.460.10	1	3	VSV matrix protein
3.10.460.20	1	1	Rhabdovirus matrix protein M2
3.10.470.10	1	4	Chromosomal protein MC1
3.10.490.10	8	27	Gamma-glutamyl cyclotransferase-like
3.10.490.20	1	4	
3.10.500.10	1	4	Staphopain proregion domain
3.10.510.10	1	1	NE1680-like
3.10.510.20	1	1	YcgL domain 
3.10.520.10	4	40	ApbE-like domains
3.10.530.10	1	1	CPE0013-like
3.10.540.10	2	3	duf1285 like domain
3.10.540.20	1	5	
3.10.550.10	1	1	Hypothetical protein Atu2299
3.10.560.10	3	52	Outer membrane lipoprotein wza domain like
3.10.570.10	2	6	sex pheromone staph- cam373 precursor domain
3.10.580.10	50	233	CBS-domain
3.10.580.20	1	12	
3.10.590.10	5	41	ph1033 like domains
3.10.600.10	4	76	pyruvate carboxylase f1077a mutant domain
3.10.610.10	1	1	GSPII I/J protein-like
3.10.620.10	1	2	Protein N-terminal glutamine amidohydrolase, alpha beta roll
3.10.620.30	5	25	
3.10.630.10	1	4	dip2346 domain like
3.10.640.10	2	5	Restriction endonuclease-like alpha-beta roll domain
3.10.650.10	1	11	MalF N-terminal region-like 
3.10.660.10	3	13	DPH Zinc finger
3.10.670.10	2	7	Secreted effector protein ssei.
3.10.680.10	1	61	Photosystem II CP47 reaction center protein
3.10.690.10	1	6	Bifunctional nuclease domain
3.15.10.10	4	26	Bactericidal permeability-increasing protein; domain 1
3.15.10.20	2	7	Activator of Hsp90 ATPase Aha1, N-terminal domain
3.15.10.30	2	14	Haemolymph juvenile hormone binding protein
3.15.10.40	1	4	Uncharacterised protein PF07273, DUF1439
3.15.10.50	1	5	
3.15.10.60	1	1	Alkylmercury lyase
3.15.20.10	2	7	Bactericidal permeability-increasing protein; domain 2
3.15.30.10	1	1	putative capsid protein of prophage domain like
3.20.10.10	18	282	D-amino Acid Aminotransferase, subunit A, domain 2
3.20.14.10	1	21	L-fucose/L-arabinose isomerase, C-terminal
3.20.16.10	3	73	Herpesvirus/Caudovirus protease domain
3.20.19.10	5	46	Aconitase, domain 4
3.20.20.10	31	311	Alanine racemase
3.20.20.20	14	249	Dihydropteroate synthase-like
3.20.20.30	15	91	Luciferase-like domain
3.20.20.40	5	79	1, 4-beta cellobiohydrolase
3.20.20.60	27	708	Phosphoenolpyruvate-binding domains
3.20.20.70	233	6031	Aldolase class I
3.20.20.80	217	4161	Glycosidases
3.20.20.100	22	604	NADP-dependent oxidoreductase domain
3.20.20.105	2	161	Queuine tRNA-ribosyltransferase-like
3.20.20.110	7	485	Ribulose bisphosphate carboxylase, large subunit, C-terminal domain
3.20.20.120	67	1364	Enolase-like C-terminal domain
3.20.20.140	100	1409	Metal-dependent hydrolases
3.20.20.150	43	625	Divalent-metal-dependent TIM barrel enzymes
3.20.20.190	19	150	Phosphatidylinositol (PI) phosphodiesterase
3.20.20.210	9	109	
3.20.20.220	6	71	
3.20.20.240	3	43	Methylmalonyl-CoA mutase
3.20.20.300	12	212	Glycoside hydrolase, family 3, N-terminal domain
3.20.20.330	4	33	Homocysteine-binding-like domain
